rideable_type,started_at,start_date,start_day_of_the_week,start_time,ended_at,end_date,end_day_of_the_week,end_time,start_station_name,end_station_name
classic_bike,2/9/2024 15:54,2/9/2024,Friday,15:54:48,2/9/2024 15:57,2/9/2024,Friday,15:57:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,2/13/2024 17:04,2/13/2024,Tuesday,17:04:22,2/13/2024 17:12,2/13/2024,Tuesday,17:12:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,2/4/2024 12:54,2/4/2024,Sunday,12:54:20,2/4/2024 12:58,2/4/2024,Sunday,12:58:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & Adams St
classic_bike,2/3/2024 7:14,2/3/2024,Saturday,7:14:55,2/3/2024 7:18,2/3/2024,Saturday,7:18:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & Adams St
classic_bike,2/24/2024 15:51,2/24/2024,Saturday,15:51:05,2/24/2024 15:55,2/24/2024,Saturday,15:55:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Madison St
classic_bike,2/15/2024 14:33,2/15/2024,Thursday,14:33:29,2/15/2024 14:40,2/15/2024,Thursday,14:40:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & 9th St
classic_bike,2/8/2024 12:20,2/8/2024,Thursday,12:20:41,2/8/2024 12:27,2/8/2024,Thursday,12:27:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & 9th St
classic_bike,2/6/2024 17:43,2/6/2024,Tuesday,17:43:05,2/6/2024 17:51,2/6/2024,Tuesday,17:51:00,Michigan Ave & Ida B Wells Dr,Wacker Dr & Washington St
classic_bike,2/5/2024 10:46,2/5/2024,Monday,10:46:58,2/5/2024 10:53,2/5/2024,Monday,10:53:00,Michigan Ave & Ida B Wells Dr,Cityfront Plaza Dr & Pioneer Ct
classic_bike,2/26/2024 10:47,2/26/2024,Monday,10:47:14,2/26/2024 11:03,2/26/2024,Monday,11:03:00,Michigan Ave & Ida B Wells Dr,Canal St & Jackson Blvd
electric_bike,2/12/2024 20:43,2/12/2024,Monday,20:43:39,2/12/2024 20:47,2/12/2024,Monday,20:47:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & Roosevelt Rd
classic_bike,2/27/2024 11:19,2/27/2024,Tuesday,11:19:28,2/27/2024 11:24,2/27/2024,Tuesday,11:24:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Madison St
classic_bike,2/23/2024 16:10,2/23/2024,Friday,16:10:33,2/23/2024 16:19,2/23/2024,Friday,16:19:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Madison St
classic_bike,2/27/2024 10:22,2/27/2024,Tuesday,10:22:58,2/27/2024 11:08,2/27/2024,Tuesday,11:08:00,Michigan Ave & Ida B Wells Dr,Southport Ave & Roscoe St
classic_bike,2/29/2024 14:12,2/29/2024,Thursday,14:12:08,2/29/2024 14:19,2/29/2024,Thursday,14:19:00,Michigan Ave & Ida B Wells Dr,Franklin St & Jackson Blvd
classic_bike,2/9/2024 7:49,2/9/2024,Friday,7:49:02,2/9/2024 7:54,2/9/2024,Friday,7:54:00,Michigan Ave & Ida B Wells Dr,Franklin St & Jackson Blvd
classic_bike,2/1/2024 8:29,2/1/2024,Thursday,8:29:16,2/1/2024 8:37,2/1/2024,Thursday,8:37:00,Michigan Ave & Ida B Wells Dr,Franklin St & Jackson Blvd
classic_bike,2/19/2024 9:34,2/19/2024,Monday,9:34:53,2/19/2024 9:48,2/19/2024,Monday,9:48:00,Michigan Ave & Ida B Wells Dr,Financial Pl & Ida B Wells Dr
classic_bike,2/1/2024 15:08,2/1/2024,Thursday,15:08:47,2/1/2024 15:19,2/1/2024,Thursday,15:19:00,Michigan Ave & Ida B Wells Dr,Shedd Aquarium
classic_bike,2/20/2024 18:22,2/20/2024,Tuesday,18:22:47,2/20/2024 18:42,2/20/2024,Tuesday,18:42:00,Michigan Ave & Ida B Wells Dr,Shedd Aquarium
classic_bike,2/27/2024 18:30,2/27/2024,Tuesday,18:30:31,2/27/2024 18:37,2/27/2024,Tuesday,18:37:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,2/21/2024 21:15,2/21/2024,Wednesday,21:15:28,2/21/2024 21:36,2/21/2024,Wednesday,21:36:00,Michigan Ave & Ida B Wells Dr,Clark St & Elm St
classic_bike,2/1/2024 13:05,2/1/2024,Thursday,13:05:53,2/1/2024 13:14,2/1/2024,Thursday,13:14:00,Michigan Ave & Ida B Wells Dr,Columbus Dr & Randolph St
classic_bike,2/15/2024 12:06,2/15/2024,Thursday,12:06:36,2/15/2024 12:13,2/15/2024,Thursday,12:13:00,Michigan Ave & Ida B Wells Dr,Columbus Dr & Randolph St
classic_bike,2/3/2024 12:06,2/3/2024,Saturday,12:06:25,2/3/2024 12:13,2/3/2024,Saturday,12:13:00,Michigan Ave & Ida B Wells Dr,Columbus Dr & Randolph St
classic_bike,2/10/2024 13:05,2/10/2024,Saturday,13:05:15,2/10/2024 13:13,2/10/2024,Saturday,13:13:00,Michigan Ave & Ida B Wells Dr,Columbus Dr & Randolph St
classic_bike,2/15/2024 19:05,2/15/2024,Thursday,19:05:51,2/15/2024 19:17,2/15/2024,Thursday,19:17:00,Michigan Ave & Ida B Wells Dr,Clinton St & Jackson Blvd
classic_bike,2/2/2024 18:17,2/2/2024,Friday,18:17:13,2/2/2024 18:30,2/2/2024,Friday,18:30:00,Michigan Ave & Ida B Wells Dr,Dusable Harbor
classic_bike,2/23/2024 10:17,2/23/2024,Friday,10:17:01,2/23/2024 10:30,2/23/2024,Friday,10:30:00,Michigan Ave & Ida B Wells Dr,Franklin St & Illinois St
classic_bike,2/22/2024 17:39,2/22/2024,Thursday,17:39:05,2/22/2024 17:43,2/22/2024,Thursday,17:43:00,Michigan Ave & Ida B Wells Dr,Millennium Park
classic_bike,2/23/2024 8:32,2/23/2024,Friday,8:32:59,2/23/2024 8:38,2/23/2024,Friday,8:38:00,Michigan Ave & Ida B Wells Dr,Millennium Park
classic_bike,2/25/2024 12:52,2/25/2024,Sunday,12:52:17,2/25/2024 12:56,2/25/2024,Sunday,12:56:00,Michigan Ave & Ida B Wells Dr,Millennium Park
classic_bike,2/14/2024 11:25,2/14/2024,Wednesday,11:25:01,2/14/2024 11:28,2/14/2024,Wednesday,11:28:00,Michigan Ave & Ida B Wells Dr,Millennium Park
classic_bike,2/8/2024 12:06,2/8/2024,Thursday,12:06:24,2/8/2024 12:09,2/8/2024,Thursday,12:09:00,Michigan Ave & Ida B Wells Dr,Millennium Park
electric_bike,2/2/2024 9:20,2/2/2024,Friday,9:20:53,2/2/2024 9:21,2/2/2024,Friday,9:21:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
electric_bike,2/29/2024 21:48,2/29/2024,Thursday,21:48:17,2/29/2024 21:56,2/29/2024,Thursday,21:56:00,Michigan Ave & Ida B Wells Dr,Rush St & Hubbard St
classic_bike,2/20/2024 22:30,2/20/2024,Tuesday,22:30:11,2/20/2024 22:55,2/20/2024,Tuesday,22:55:00,Michigan Ave & Ida B Wells Dr,Damen Ave & Grand Ave
classic_bike,2/19/2024 22:15,2/19/2024,Monday,22:15:07,2/19/2024 22:19,2/19/2024,Monday,22:19:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & Roosevelt Rd
classic_bike,2/5/2024 12:54,2/5/2024,Monday,12:54:47,2/5/2024 12:58,2/5/2024,Monday,12:58:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & Roosevelt Rd
classic_bike,2/2/2024 8:48,2/2/2024,Friday,8:48:00,2/2/2024 8:53,2/2/2024,Friday,8:53:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Washington St
classic_bike,2/2/2024 9:22,2/2/2024,Friday,9:22:00,2/2/2024 9:49,2/2/2024,Friday,9:49:00,Michigan Ave & Ida B Wells Dr,Daley Center Plaza
classic_bike,2/29/2024 15:54,2/29/2024,Thursday,15:54:08,2/29/2024 15:58,2/29/2024,Thursday,15:58:00,Michigan Ave & Ida B Wells Dr,Federal St & Polk St
classic_bike,2/9/2024 20:05,2/9/2024,Friday,20:05:53,2/9/2024 20:16,2/9/2024,Friday,20:16:00,Michigan Ave & Ida B Wells Dr,Federal St & Polk St
classic_bike,2/20/2024 17:51,2/20/2024,Tuesday,17:51:10,2/20/2024 18:26,2/20/2024,Tuesday,18:26:00,Michigan Ave & Ida B Wells Dr,Broadway & Waveland Ave
classic_bike,2/3/2024 14:04,2/3/2024,Saturday,14:04:09,2/3/2024 14:09,2/3/2024,Saturday,14:09:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Washington St
classic_bike,2/21/2024 21:32,2/21/2024,Wednesday,21:32:59,2/21/2024 21:40,2/21/2024,Wednesday,21:40:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Washington St
classic_bike,2/3/2024 15:23,2/3/2024,Saturday,15:23:48,2/3/2024 15:36,2/3/2024,Saturday,15:36:00,Michigan Ave & Ida B Wells Dr,Buckingham Fountain
classic_bike,2/3/2024 21:24,2/3/2024,Saturday,21:24:51,2/3/2024 21:47,2/3/2024,Saturday,21:47:00,Michigan Ave & Ida B Wells Dr,State St & 33rd St
classic_bike,2/17/2024 13:02,2/17/2024,Saturday,13:02:54,2/17/2024 13:10,2/17/2024,Saturday,13:10:00,Michigan Ave & Ida B Wells Dr,Columbus Dr & Randolph St
classic_bike,2/14/2024 15:19,2/14/2024,Wednesday,15:19:54,2/14/2024 15:23,2/14/2024,Wednesday,15:23:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,2/24/2024 15:09,2/24/2024,Saturday,15:09:29,2/24/2024 15:13,2/24/2024,Saturday,15:13:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,2/3/2024 14:14,2/3/2024,Saturday,14:14:45,2/3/2024 14:22,2/3/2024,Saturday,14:22:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
electric_bike,2/7/2024 14:14,2/7/2024,Wednesday,14:14:24,2/7/2024 14:41,2/7/2024,Wednesday,14:41:00,Michigan Ave & Ida B Wells Dr,Clarendon Ave & Gordon Ter
classic_bike,2/6/2024 14:22,2/6/2024,Tuesday,14:22:48,2/6/2024 14:38,2/6/2024,Tuesday,14:38:00,Michigan Ave & Ida B Wells Dr,State St & Kinzie St
classic_bike,2/6/2024 19:24,2/6/2024,Tuesday,19:24:06,2/6/2024 19:36,2/6/2024,Tuesday,19:36:00,Michigan Ave & Ida B Wells Dr,Loomis St & Jackson Blvd
classic_bike,2/27/2024 13:06,2/27/2024,Tuesday,13:06:56,2/27/2024 13:15,2/27/2024,Tuesday,13:15:00,Michigan Ave & Ida B Wells Dr,Canal St & Jackson Blvd
classic_bike,2/7/2024 20:48,2/7/2024,Wednesday,20:48:25,2/7/2024 20:55,2/7/2024,Wednesday,20:55:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & 16th St
classic_bike,2/14/2024 8:48,2/14/2024,Wednesday,8:48:35,2/14/2024 8:59,2/14/2024,Wednesday,8:59:00,Michigan Ave & Ida B Wells Dr,Adler Planetarium
classic_bike,2/27/2024 13:58,2/27/2024,Tuesday,13:58:53,2/27/2024 14:05,2/27/2024,Tuesday,14:05:00,Michigan Ave & Ida B Wells Dr,Canal St & Jackson Blvd
classic_bike,2/24/2024 18:30,2/24/2024,Saturday,18:30:54,2/24/2024 18:51,2/24/2024,Saturday,18:51:00,Michigan Ave & Ida B Wells Dr,Cityfront Plaza Dr & Pioneer Ct
classic_bike,2/24/2024 18:30,2/24/2024,Saturday,18:30:55,2/24/2024 18:51,2/24/2024,Saturday,18:51:00,Michigan Ave & Ida B Wells Dr,Cityfront Plaza Dr & Pioneer Ct
classic_bike,2/8/2024 23:15,2/8/2024,Thursday,23:15:08,2/8/2024 23:30,2/8/2024,Thursday,23:30:00,Michigan Ave & Ida B Wells Dr,McCormick Place
classic_bike,2/9/2024 9:55,2/9/2024,Friday,9:55:35,2/9/2024 10:58,2/9/2024,Friday,10:58:00,Michigan Ave & Ida B Wells Dr,Dearborn St & Erie St
classic_bike,2/27/2024 15:05,2/27/2024,Tuesday,15:05:32,2/27/2024 15:30,2/27/2024,Tuesday,15:30:00,Michigan Ave & Ida B Wells Dr,Wentworth Ave & Cermak Rd*
classic_bike,2/10/2024 14:41,2/10/2024,Saturday,14:41:45,2/10/2024 14:59,2/10/2024,Saturday,14:59:00,Michigan Ave & Ida B Wells Dr,Rush St & Cedar St
electric_bike,2/21/2024 13:36,2/21/2024,Wednesday,13:36:58,2/21/2024 13:47,2/21/2024,Wednesday,13:47:00,Michigan Ave & Ida B Wells Dr,Canal St & Madison St
electric_bike,2/26/2024 14:08,2/26/2024,Monday,14:08:04,2/26/2024 14:17,2/26/2024,Monday,14:17:00,Michigan Ave & Ida B Wells Dr,Canal St & Madison St
classic_bike,2/13/2024 21:24,2/13/2024,Tuesday,21:24:37,2/13/2024 21:28,2/13/2024,Tuesday,21:28:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & Roosevelt Rd
classic_bike,2/29/2024 20:41,2/29/2024,Thursday,20:41:16,2/29/2024 20:52,2/29/2024,Thursday,20:52:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & Roosevelt Rd
classic_bike,2/8/2024 12:01,2/8/2024,Thursday,12:01:57,2/8/2024 12:09,2/8/2024,Thursday,12:09:00,Michigan Ave & Ida B Wells Dr,LaSalle St & Jackson Blvd
classic_bike,2/12/2024 10:50,2/12/2024,Monday,10:50:02,2/12/2024 10:57,2/12/2024,Monday,10:57:00,Michigan Ave & Ida B Wells Dr,Columbus Dr & Randolph St
classic_bike,2/7/2024 11:18,2/7/2024,Wednesday,11:18:45,2/7/2024 11:24,2/7/2024,Wednesday,11:24:00,Michigan Ave & Ida B Wells Dr,Millennium Park
classic_bike,2/26/2024 19:56,2/26/2024,Monday,19:56:00,2/26/2024 21:55,2/26/2024,Monday,21:55:00,Michigan Ave & Ida B Wells Dr,Rush St & Cedar St
classic_bike,2/24/2024 14:36,2/24/2024,Saturday,14:36:40,2/24/2024 14:52,2/24/2024,Saturday,14:52:00,Michigan Ave & Ida B Wells Dr,Rush St & Cedar St
classic_bike,2/15/2024 7:48,2/15/2024,Thursday,7:48:55,2/15/2024 7:53,2/15/2024,Thursday,7:53:00,Michigan Ave & Ida B Wells Dr,State St & Van Buren St
classic_bike,2/3/2024 17:53,2/3/2024,Saturday,17:53:01,2/3/2024 18:15,2/3/2024,Saturday,18:15:00,Michigan Ave & Ida B Wells Dr,Streeter Dr & Grand Ave
classic_bike,2/11/2024 16:11,2/11/2024,Sunday,16:11:46,2/11/2024 16:19,2/11/2024,Sunday,16:19:00,Michigan Ave & Ida B Wells Dr,Calumet Ave & 18th St
classic_bike,2/9/2024 19:49,2/9/2024,Friday,19:49:19,2/9/2024 19:52,2/9/2024,Friday,19:52:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Washington St
classic_bike,2/10/2024 10:29,2/10/2024,Saturday,10:29:52,2/10/2024 10:37,2/10/2024,Saturday,10:37:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Washington St
classic_bike,2/27/2024 5:02,2/27/2024,Tuesday,5:02:03,2/27/2024 5:08,2/27/2024,Tuesday,5:08:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & Roosevelt Rd
classic_bike,2/8/2024 20:13,2/8/2024,Thursday,20:13:21,2/8/2024 20:20,2/8/2024,Thursday,20:20:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & Roosevelt Rd
classic_bike,2/20/2024 14:05,2/20/2024,Tuesday,14:05:33,2/20/2024 14:36,2/20/2024,Tuesday,14:36:00,Michigan Ave & Ida B Wells Dr,DuSable Lake Shore Dr & Belmont Ave
classic_bike,2/7/2024 17:25,2/7/2024,Wednesday,17:25:02,2/7/2024 17:32,2/7/2024,Wednesday,17:32:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & Roosevelt Rd
electric_bike,2/26/2024 11:17,2/26/2024,Monday,11:17:08,2/26/2024 11:22,2/26/2024,Monday,11:22:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & Roosevelt Rd
electric_bike,2/22/2024 13:37,2/22/2024,Thursday,13:37:49,2/22/2024 13:50,2/22/2024,Thursday,13:50:00,Michigan Ave & Ida B Wells Dr,Canal St & Madison St
classic_bike,2/13/2024 15:12,2/13/2024,Tuesday,15:12:35,2/13/2024 15:54,2/13/2024,Tuesday,15:54:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Lake St
classic_bike,2/19/2024 10:37,2/19/2024,Monday,10:37:53,2/19/2024 10:43,2/19/2024,Monday,10:43:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Lake St
classic_bike,2/9/2024 15:47,2/9/2024,Friday,15:47:59,2/9/2024 15:54,2/9/2024,Friday,15:54:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Lake St
classic_bike,2/12/2024 8:47,2/12/2024,Monday,8:47:57,2/12/2024 8:53,2/12/2024,Monday,8:53:00,Michigan Ave & Ida B Wells Dr,Franklin St & Jackson Blvd
classic_bike,2/23/2024 15:12,2/23/2024,Friday,15:12:11,2/23/2024 15:24,2/23/2024,Friday,15:24:00,Michigan Ave & Ida B Wells Dr,Dearborn Pkwy & Delaware Pl
classic_bike,2/22/2024 23:05,2/22/2024,Thursday,23:05:31,2/22/2024 23:12,2/22/2024,Thursday,23:12:00,Michigan Ave & Ida B Wells Dr,Clark St & 9th St (AMLI)
classic_bike,2/8/2024 12:04,2/8/2024,Thursday,12:04:57,2/8/2024 12:07,2/8/2024,Thursday,12:07:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 8th St
classic_bike,2/7/2024 13:01,2/7/2024,Wednesday,13:01:49,2/7/2024 13:13,2/7/2024,Wednesday,13:13:00,Michigan Ave & Ida B Wells Dr,Canal St & Monroe St
classic_bike,2/24/2024 6:53,2/24/2024,Saturday,6:53:53,2/24/2024 6:57,2/24/2024,Saturday,6:57:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 8th St
classic_bike,2/7/2024 13:06,2/7/2024,Wednesday,13:06:07,2/7/2024 13:13,2/7/2024,Wednesday,13:13:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 8th St
classic_bike,2/7/2024 18:13,2/7/2024,Wednesday,18:13:50,2/7/2024 18:22,2/7/2024,Wednesday,18:22:00,Michigan Ave & Ida B Wells Dr,Field Blvd & South Water St
classic_bike,2/12/2024 18:39,2/12/2024,Monday,18:39:36,2/12/2024 18:43,2/12/2024,Monday,18:43:00,Michigan Ave & Ida B Wells Dr,Dearborn St & Adams St
electric_bike,2/9/2024 17:26,2/9/2024,Friday,17:26:25,2/9/2024 18:17,2/9/2024,Friday,18:17:00,Michigan Ave & Ida B Wells Dr,Dearborn St & Adams St
classic_bike,2/6/2024 8:43,2/6/2024,Tuesday,8:43:08,2/6/2024 8:48,2/6/2024,Tuesday,8:48:00,Michigan Ave & Ida B Wells Dr,Dearborn St & Adams St
classic_bike,2/26/2024 11:49,2/26/2024,Monday,11:49:58,2/26/2024 11:55,2/26/2024,Monday,11:55:00,Michigan Ave & Ida B Wells Dr,Dearborn St & Adams St
electric_bike,2/20/2024 10:53,2/20/2024,Tuesday,10:53:45,2/20/2024 10:56,2/20/2024,Tuesday,10:56:00,Michigan Ave & Ida B Wells Dr,Dearborn St & Adams St
classic_bike,2/17/2024 20:56,2/17/2024,Saturday,20:56:18,2/17/2024 21:01,2/17/2024,Saturday,21:01:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & 9th St
classic_bike,2/23/2024 9:44,2/23/2024,Friday,9:44:04,2/23/2024 10:23,2/23/2024,Friday,10:23:00,Michigan Ave & Ida B Wells Dr,Damen Ave & Chicago Ave
classic_bike,2/27/2024 17:01,2/27/2024,Tuesday,17:01:59,2/27/2024 17:12,2/27/2024,Tuesday,17:12:00,Michigan Ave & Ida B Wells Dr,Calumet Ave & 18th St
classic_bike,2/26/2024 19:57,2/26/2024,Monday,19:57:23,2/26/2024 20:03,2/26/2024,Monday,20:03:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & Roosevelt Rd
classic_bike,2/16/2024 13:03,2/16/2024,Friday,13:03:57,2/16/2024 13:17,2/16/2024,Friday,13:17:00,Michigan Ave & Ida B Wells Dr,Field Blvd & South Water St
classic_bike,2/18/2024 9:44,2/18/2024,Sunday,9:44:59,2/18/2024 9:54,2/18/2024,Sunday,9:54:00,Michigan Ave & Ida B Wells Dr,Shedd Aquarium
electric_bike,2/12/2024 8:32,2/12/2024,Monday,8:32:57,2/12/2024 8:37,2/12/2024,Monday,8:37:00,Michigan Ave & Ida B Wells Dr,Dearborn St & Adams St
classic_bike,2/12/2024 19:46,2/12/2024,Monday,19:46:52,2/12/2024 19:54,2/12/2024,Monday,19:54:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,2/11/2024 18:25,2/11/2024,Sunday,18:25:58,2/11/2024 18:30,2/11/2024,Sunday,18:30:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,2/11/2024 18:26,2/11/2024,Sunday,18:26:05,2/11/2024 18:30,2/11/2024,Sunday,18:30:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
electric_bike,2/29/2024 15:07,2/29/2024,Thursday,15:07:14,2/29/2024 15:16,2/29/2024,Thursday,15:16:00,Michigan Ave & Ida B Wells Dr,Canal St & Madison St
classic_bike,2/1/2024 7:13,2/1/2024,Thursday,7:13:33,2/1/2024 7:20,2/1/2024,Thursday,7:20:00,Michigan Ave & Ida B Wells Dr,Canal St & Harrison St
classic_bike,2/14/2024 7:15,2/14/2024,Wednesday,7:15:27,2/14/2024 7:22,2/14/2024,Wednesday,7:22:00,Michigan Ave & Ida B Wells Dr,Canal St & Harrison St
electric_bike,2/26/2024 10:04,2/26/2024,Monday,10:04:30,2/26/2024 10:15,2/26/2024,Monday,10:15:00,Michigan Ave & Ida B Wells Dr,Fairbanks Ct & Grand Ave
classic_bike,2/23/2024 11:09,2/23/2024,Friday,11:09:20,2/23/2024 11:20,2/23/2024,Friday,11:20:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 14th St
classic_bike,2/28/2024 14:05,2/28/2024,Wednesday,14:05:10,2/28/2024 14:11,2/28/2024,Wednesday,14:11:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 14th St
classic_bike,2/16/2024 15:27,2/16/2024,Friday,15:27:21,2/16/2024 15:37,2/16/2024,Friday,15:37:00,Michigan Ave & Ida B Wells Dr,Clinton St & Washington Blvd
classic_bike,2/26/2024 15:10,2/26/2024,Monday,15:10:45,2/26/2024 15:22,2/26/2024,Monday,15:22:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 14th St
classic_bike,2/21/2024 18:29,2/21/2024,Wednesday,18:29:55,2/21/2024 18:38,2/21/2024,Wednesday,18:38:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 14th St
classic_bike,2/29/2024 17:33,2/29/2024,Thursday,17:33:30,2/29/2024 17:41,2/29/2024,Thursday,17:41:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 14th St
classic_bike,2/19/2024 11:08,2/19/2024,Monday,11:08:27,2/19/2024 14:23,2/19/2024,Monday,14:23:00,Michigan Ave & Ida B Wells Dr,Buckingham Fountain
classic_bike,2/22/2024 10:47,2/22/2024,Thursday,10:47:07,2/22/2024 10:51,2/22/2024,Thursday,10:51:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 8th St
classic_bike,2/29/2024 13:06,2/29/2024,Thursday,13:06:59,2/29/2024 13:08,2/29/2024,Thursday,13:08:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 8th St
classic_bike,2/16/2024 17:43,2/16/2024,Friday,17:43:02,2/16/2024 17:45,2/16/2024,Friday,17:45:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 8th St
classic_bike,2/21/2024 17:55,2/21/2024,Wednesday,17:55:23,2/21/2024 17:57,2/21/2024,Wednesday,17:57:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 8th St
classic_bike,2/29/2024 10:29,2/29/2024,Thursday,10:29:49,2/29/2024 10:35,2/29/2024,Thursday,10:35:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Madison St
classic_bike,2/8/2024 13:01,2/8/2024,Thursday,13:01:18,2/8/2024 13:04,2/8/2024,Thursday,13:04:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & Adams St
electric_bike,2/24/2024 17:42,2/24/2024,Saturday,17:42:14,2/24/2024 17:44,2/24/2024,Saturday,17:44:00,Michigan Ave & Ida B Wells Dr,State St & Harrison St
classic_bike,2/3/2024 14:51,2/3/2024,Saturday,14:51:58,2/3/2024 14:57,2/3/2024,Saturday,14:57:00,Michigan Ave & Ida B Wells Dr,State St & Harrison St
classic_bike,2/21/2024 18:29,2/21/2024,Wednesday,18:29:36,2/21/2024 18:38,2/21/2024,Wednesday,18:38:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 14th St
classic_bike,2/23/2024 9:44,2/23/2024,Friday,9:44:16,2/23/2024 10:23,2/23/2024,Friday,10:23:00,Michigan Ave & Ida B Wells Dr,Damen Ave & Chicago Ave
electric_bike,2/29/2024 15:47,2/29/2024,Thursday,15:47:26,2/29/2024 16:00,2/29/2024,Thursday,16:00:00,Michigan Ave & Ida B Wells Dr,Wells St & Elm St
classic_bike,2/24/2024 18:15,2/24/2024,Saturday,18:15:26,2/24/2024 18:20,2/24/2024,Saturday,18:20:00,Michigan Ave & Ida B Wells Dr,Stetson Ave & South Water St
classic_bike,2/13/2024 17:04,2/13/2024,Tuesday,17:04:47,2/13/2024 17:12,2/13/2024,Tuesday,17:12:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,2/20/2024 17:04,2/20/2024,Tuesday,17:04:53,2/20/2024 17:09,2/20/2024,Tuesday,17:09:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,2/9/2024 17:35,2/9/2024,Friday,17:35:18,2/9/2024 17:40,2/9/2024,Friday,17:40:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,2/21/2024 17:11,2/21/2024,Wednesday,17:11:01,2/21/2024 17:17,2/21/2024,Wednesday,17:17:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,2/22/2024 16:22,2/22/2024,Thursday,16:22:14,2/22/2024 16:28,2/22/2024,Thursday,16:28:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,2/27/2024 18:58,2/27/2024,Tuesday,18:58:11,2/27/2024 19:03,2/27/2024,Tuesday,19:03:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,2/8/2024 17:54,2/8/2024,Thursday,17:54:43,2/8/2024 17:58,2/8/2024,Thursday,17:58:00,Michigan Ave & Ida B Wells Dr,LaSalle St & Jackson Blvd
classic_bike,2/20/2024 14:08,2/20/2024,Tuesday,14:08:26,2/20/2024 14:20,2/20/2024,Tuesday,14:20:00,Michigan Ave & Ida B Wells Dr,Halsted St & Polk St
classic_bike,2/22/2024 13:33,2/22/2024,Thursday,13:33:19,2/22/2024 13:44,2/22/2024,Thursday,13:44:00,Michigan Ave & Ida B Wells Dr,Halsted St & Polk St
electric_bike,2/29/2024 10:04,2/29/2024,Thursday,10:04:14,2/29/2024 10:10,2/29/2024,Thursday,10:10:00,Michigan Ave & Ida B Wells Dr,Franklin St & Adams St (Temp)
